Ticker,Book Value,EVToEBITDA,PToBV,MarketCap,PToSales,Close
TV18BRDCST.NS,24.509,11.238,1.5157697,6368,1.4160484,38.2
TVSELECT.NS,38.464,69.081,4.497712,323,1.4419311,178.1
TVSMOTOR.NS,80.593,17.713,6.78843,25992,1.3351117,544.7
TVSSRICHAK.NS,1077.117,6.024,2.0277278,1672,0.7500959,2165.5
TVTODAY.NS,150.746,6.39,2.03488,1830,2.3376515,299.95
TWL.NS,70.406,13.308,1.3109679,1101,0.7246631,93.05
UBL.NS,135.485,62.824,11.7699375,42169,8.685505,1601.95
UCALFUEL.NS,141.274,5.613,1.0808783,337,0.4283462,156.3
UCOBANK.NS,22.598,22222,0.61509866,16630,4.266951,14.35
UFLEX.NS,707.511,3.612,0.7904471,4044,0.41887736,545.9
UFO.NS,112.05,-2.782,0.89915216,285,3.1492205,96.7
UGARSUGAR.NS,7.161,13.923,3.8262813,308,0.32260135,28.3
UJAAS.NS,9.732,-7.522,0.28771064,56,1.5980098,2.8
ULTRACEMCO.NS,1531.356,18.546,5.0359616,222445,4.973533,7765.45
UMANGDAIRY.NS,27.822,14.258,2.7496226,168,0.6806682,76.65
UMESLTD.NS,5.29,280.049,0.81285447,11,18.499664,4.25
UNICHEMLAB.NS,375.453,27.735,0.72938555,1928,1.5865521,278.1
UNIENTER.NS,403.048,-340.121,0.33420336,937,665.1853,137.8
UNIONBANK.NS,100.833,22222,0.35603425,24536,1.0156072,36.7
UNIPLY.NS,36.752,-2,0.10883762,66,122.54833,4
UNITECH.NS,17.628,-16.148,0.10494667,484,0.2820156,1.85
UNITEDTEA.NS,333.69,16.556,1.2442687,207,2.8969831,410
UNITY.NS,-91.251,-0.013,22222,11,0.046430044,0.85
UNIVCABLES.NS,297.698,9.676,0.5685292,587,0.43376294,173.25
UPL.NS,249.237,10.067,2.9784904,56718,1.4404428,754
USHAMART.NS,46.142,6.33,1.5517316,2184,1.0413593,70
UTTAMSTL.NS,-262.062,-453.665,22222,62,0.09518722,4.4
UTTAMSUGAR.NS,88.647,6.609,2.1083622,712,0.3919526,192.1
V2RETAIL.NS,77.064,54.174,1.5701234,412,0.86278236,121.6
VADILALIND.NS,328.158,17.826,3.2109532,758,1.5781641,1073.85
VAIBHAVGBL.NS,59.491,32.579,12.070733,11719,4.360738,744.3
VAKRANGEE.NS,25.627,62.352,1.625239,4417,11.030249,43
VARDHACRLC.NS,49.514,2.208,1.3268974,527,1.8843979,66.65
VARDMNPOLY.NS,-149.272,34.499,22222,52,0.10281251,23.85
VEDL.NS,168.185,4.114,1.7956418,112281,1.2926273,309.1
VENKEYS.NS,652.831,12.4,4.6872773,4305,1.3814737,2894.4
VENUSREM.NS,324.354,8.119,1.4390142,623,1.1382568,471.7
VESUVIUS.NS,414.76,19.057,2.75786,2321,2.3997533,1171.85
VETO.NS,94.809,8.356,1.0985245,199,0.99426275,106.15
VGUARD.NS,28.211,35.586,9.202085,11176,4.1070137,254.95
VHL.NS,7224.379,48.788,0.42847973,987,46.977707,3161.65
VICEROY.NS,-96.868,-31.49,22222,13,0.3448357,3.2
VIDEOIND.NS,-327.232,-0.191,22222,230,0.2533152,7.35
VIKASECO.NS,4.528,4.619,0.4637809,85,0.7102433,2.1
VIMALOIL.NS,-430.794,235.849,22222,4,0.23460604,3.15
VIMTALABS.NS,87.925,9.825,3.2533407,633,2.6436245,293.3
VINATIORGA.NS,150.163,53.871,12.367561,19098,17.220404,1899.65
VINDHYATEL.NS,2180.175,10.954,0.5206004,1355,0.90235233,1184.8
VINYLINDIA.NS,37.119,13.547,5.9484363,404,1.0018084,226.85
VIPIND.NS,36.777,-152.207,13.561465,7039,8.974131,492.95
VIPULLTD.NS,25.094,-10.682,1.227385,374,8.879798,31.25
VISAKAIND.NS,380.39,6.74,1.8126132,1136,0.9388964,697.85
VISASTEEL.NS,-106.571,594.951,22222,120,0.10707861,10.7
VISESHINFO.NS,1.267,-7.062,0.1578532,83,224.64343,0.2
VISHNU.NS,164.19,12.193,4.37755,858,1.1846348,729.3
VIVIDHA.NS,0.641,-1.852,1.24805,23,3.8505836,0.75
VIVIMEDLAB.NS,61.244,59.729,0.35513684,180,0.29424968,21.55
VLSFINANCE.NS,513.789,22222,0.3837178,762,2.5290635,203.5
VMART.NS,430.884,42.363,7.9451776,6747,6.2745175,3494.35
VOLTAMP.NS,762.914,18.152,1.8641027,1438,2.078265,1421.5
VOLTAS.NS,132.626,43.224,9.45629,41497,5.158843,1248
VRLLOG.NS,67.644,10.835,5.0861864,3039,1.7241019,347.25
VSSL.NS,101.178,9.633,2.4748461,1013,1.0815527,260.05
VSTIND.NS,609.097,9.796,5.7104206,5370,4.834409,3565.6
VSTTILLERS.NS,772.693,14.215,3.3854325,2260,2.9583359,2621.8
VTL.NS,1070.089,10.233,1.7866739,11001,1.9004852,1868.8
WABAG.NS,241.173,8.73,1.4553868,2182,0.77011496,344.2
WABCOINDIA.NS,1052.4,45.823,6.8070126,13587,6.2060375,7322.7
WALCHANNAG.NS,61.692,28.173,0.8826104,207,0.6365687,56.95
WANBURY.NS,-62.112,16.578,22222,267,0.68167686,82
WEBELSOLAR.NS,65.936,7.468,1.001729,205,1.1594043,68.15
WEIZMANIND.NS,32.307,12.43,1.4981275,83,0.9518784,48.6
WELCORP.NS,129.823,1.982,0.93665993,3173,0.59037465,123.9
WELENT.NS,113.347,20.298,0.898127,1515,0.9905917,96.65
WELINV.NS,372.604,22222,0.8915632,123,237.36899,332.15
WELSPUNIND.NS,36.275,9.323,3.6264644,13217,1.582357,133.95
WENDT.NS,715.818,24.788,6.2347555,892,5.7023215,4540.65
WHEELS.NS,274.666,12.955,2.8618395,1893,0.64718926,796.75
WHIRLPOOL.NS,225.263,50.706,9.974563,28506,4.5879292,2261.7
WILLAMAGOR.NS,-89.888,-25.712,22222,22,1.1062608,20.95
WINDMACHIN.NS,40.597,8.929,0.7229598,191,0.6093083,29.65
WINSOME.NS,-50.419,-63.013,22222,1,0.030769017,0.15
WIPRO.NS,101.304,19.753,6.566868,363214,5.8636894,667.85
WOCKPHARMA.NS,304.96,353.371,1.4434681,4880,1.6434236,439.4
WONDERLA.NS,142.909,-42.835,1.5901728,1288,30.15109,231.4
WSI.NS,-41.19,-21.089,22222,21,22222,8.35
WSTCSTPAPR.NS,198.738,6.131,1.1952922,1575,0.63508713,236.95
XCHANGING.NS,49.882,14.658,2.2382824,1243,6.573089,115.3
XLENERGY.NS,-28.338,-0.335,22222,0,0.38872123,0.25
XPROINDIA.NS,76.053,11.151,5.9668913,544,1.4575548,432.2
YESBANK.NS,13.704,22222,0.96687096,33245,21.63161,14.7
ZEEL.NS,105.096,11.278,2.4306347,24536,2.9948456,247.15
ZEELEARN.NS,15.069,19.243,0.9987391,490,2.052263,15.25
ZEEMEDIA.NS,8.33,2.665,1.3505403,528,0.87378454,11.4
ZENITHEXPO.NS,144.572,-22.116,0.59935534,47,0.8470971,84.75
ZENSARTECH.NS,103.938,8.536,5.264196,12351,3.2662835,536.45
ZENTEC.NS,25.708,72.178,7.542399,1545,25.569376,204.1
ZICOM.NS,-203.492,-57.189,22222,6,0.2385766,1.6
ZODIACLOTH.NS,108.022,-13.147,1.0368258,277,2.7733483,120
ZODJRDMKJ.NS,131.338,39.149,0.24288477,17,1.9950091,31.8
ZUARI.NS,46.651,7.324,2.446893,481,0.20012033,116.8
ZUARIGLOB.NS,499.429,38.107,0.25949636,383,0.45968422,129.55
ZYDUSWELL.NS,717.781,41.332,3.3524153,15311,7.946417,2357.85
